,absolutely,adapter,advertised,alright,amazing,android,anker,anti,apple,apply,armor,attractive,audio,awesome,backup,bad,basic,batteries,battery,beat,beautiful,best,better,big,bit,black,blue,bluetooth,bought,box,broke,bubbles,built,bulk,bulky,buttons,buy,cable,cables,came,capacity,car,case,cases,cell,charge,charger,chargers,charges,charging,cheap,clear,color,colors,combo,comfortable,commuter,compact,convenient,cool,cord,cost,cover,covers,customer,cute,day,deal,decent,defender,described,design,designed,device,devices,did,didn,disappointed,dock,does,doesn,don,dont,dual,durable,ear,easily,easy,effective,exactly,excellent,expected,expensive,external,extra,fake,fantastic,far,fast,favorite,feel,feels,finally,fine,fit,fits,flip,functional,galaxy,genuine,gets,gift,glare,good,got,great,grip,hands,handy,happy,hard,hate,hd,headphones,headset,heavy,high,highly,holder,holster,horrible,htc,hybrid,idea,impressed,inexpensive,install,ipad,iphone,issues,item,job,junk,just,lg,life,light,like,little,long,look,looking,looks,lot,lots,love,loved,loves,low,mah,makes,market,matte,micro,mini,mirror,mobile,money,months,motorola,mount,need,needed,needs,new,nexus,nice,note,oem,ok,okay,ordered,original,otter,otterbox,outstanding,overall,owned,pack,pay,pen,perfect,perfectly,phone,phones,pink,plantronics,plastic,plug,poor,port,portable,ports,power,powerful,premium,pretty,price,problem,problems,product,products,protect,protection,protective,protector,protectors,protects,purchase,purchased,quality,quick,quickly,quite,read,real,really,recommend,recommended,reliable,replacement,review,right,rugged,samsung,satisfied,saver,says,scratches,screen,second,series,service,set,short,simple,size,sleek,slim,slippery,small,solid,solution,sound,spigen,star,stars,strong,sturdy,style,stylish,stylus,super,sure,tablet,tech,terrible,thing,thought,time,touch,tough,travel,trent,tried,usb,use,used,useful,using,value,ve,wall,want,wanted,waste,way,white,wife,wireless,wonderful,work,worked,working,works,worth,wow,wrong,year,yes
62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,9,0,0,0,6,0,1,0,0,21,1,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,4,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,2,2,1,0,0,0,0,1,0,0,1,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,6,0,0,6,0,0,1,0,5,9,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,0,0
63,0,0,0,2,1,0,0,0,3,0,3,2,0,6,0,2,0,0,0,1,1,40,12,6,1,0,1,0,5,19,1,0,1,3,26,1,8,0,0,2,0,0,165,5,2,0,0,0,0,0,1,0,8,1,1,2,2,0,0,1,0,0,10,1,3,1,2,5,1,44,2,4,2,0,0,2,0,1,0,6,4,5,2,0,8,0,3,1,3,3,14,4,3,0,1,3,5,3,2,0,2,1,3,0,4,5,0,0,1,0,2,8,0,66,5,171,1,0,1,2,2,0,0,0,0,4,1,1,0,13,2,0,8,0,2,0,0,0,62,1,5,4,1,7,0,1,0,16,6,2,1,4,3,0,0,52,7,6,0,0,1,0,0,0,0,0,0,3,4,0,0,2,0,0,3,0,28,0,0,6,6,0,2,21,104,1,0,0,0,0,0,19,1,33,0,4,0,0,0,3,0,0,0,0,0,0,2,14,1,1,46,0,2,58,16,4,0,11,5,2,14,0,1,1,1,0,4,2,1,0,2,1,2,3,1,1,0,0,1,4,3,20,3,0,0,0,0,0,2,0,1,8,0,1,0,1,6,5,9,1,0,0,3,1,0,0,1,1,3,5,0,9,0,0,0,0,4,1,0,0,4,2,0,2,4,0,1,1,5,0,3,2,0,0,12,5,3,0,2,4
64,1,0,1,2,3,0,0,0,1,0,0,1,0,9,0,4,0,0,0,0,0,20,9,0,0,2,1,0,2,5,0,0,0,3,1,0,7,0,0,1,0,0,103,4,0,0,0,0,0,0,0,0,9,1,0,0,19,0,0,0,0,0,5,1,3,0,0,1,3,6,0,2,0,0,1,0,1,1,0,2,2,3,0,0,4,0,0,1,1,0,6,3,0,0,0,4,2,2,1,0,1,0,2,1,8,4,0,0,0,0,1,1,0,40,0,82,1,1,0,1,2,0,0,0,0,0,1,1,0,0,1,0,7,0,1,0,0,0,31,1,2,1,0,8,0,0,2,8,1,0,4,1,1,3,0,32,3,4,0,0,2,0,0,0,0,0,0,3,2,0,0,0,2,2,0,0,22,0,0,5,5,0,0,5,49,1,1,1,1,0,0,13,1,19,0,1,0,1,0,3,0,0,0,0,0,0,8,8,0,0,17,1,1,25,3,3,0,1,1,1,6,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,12,3,0,0,2,1,4,2,2,1,3,0,0,0,0,1,3,4,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,1,4,0,0,2,0,0,3,2,0,1,2,0,0,10,3,0,1,1,1
65,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1,1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,32,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,2,0,0,0,3,0,1,0,0,4,0,0,0,3,1,1,0,0,2,1,0,0,0,1,1,0,0,14,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,1,1,0,0,3,2,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,1,5,2,0,0,2,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,26,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,1,0,3,1,0,1,0,0,0,0,0,0,9,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,1,4,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,7,0,1,4,0,0,0,0,0,2,1,1,0,0,2,3,0,1,0,1,0,3,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,1,0,1,1,0,0,8,4,0,0,1,1
67,1,0,0,0,0,0,13,0,0,0,0,0,0,2,6,1,0,1,16,0,0,7,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,19,0,2,1,0,0,0,0,1,0,0,8,5,1,0,0,0,0,2,1,0,0,1,0,0,1,1,3,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,7,1,50,0,0,5,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0,4,0,1,4,2,10,1,0,1,0,0,0,11,0,3,0,1,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,9,2,5,1,1,0,0,0,0,0,9,0,2,1,0,2,1,0,0,15,1,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,2,0,0,1,3,0,1,0,5,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,3,0,0,3,0,0,20,1,0,0,0,0
68,0,0,0,0,3,0,0,0,0,0,0,1,0,12,0,2,0,0,0,0,0,22,8,1,5,0,0,0,1,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,2,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,3,0,0,2,1,1,0,12,3,0,0,1,2,1,7,1,0,0,0,0,4,1,1,2,1,1,1,1,0,1,0,5,0,0,0,0,0,33,0,83,1,2,7,1,0,1,0,0,0,1,1,2,0,0,0,0,1,2,0,0,0,3,0,1,1,2,0,2,0,0,0,6,14,1,0,5,1,0,0,15,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,5,1,31,1,0,2,0,0,0,0,0,0,0,2,0,0,72,9,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,7,0,0,9,1,0,0,0,1,0,0,1,0,9,0,0,0,0,1,9,1,0,1,0,0,2,0,0,1,0,0,0,5,0,0,0,0,4,2,1,1,0,0,6,1,1,0,0,0,0,0,3,0,6,171,1,0,4,1,0,2,1,0,2,0,0,4,3,0,11,10,5,2,3,9,0,1,1,0,0,0,0,0,0,4,0,0,19,2,3,0,0,0
69,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,6,1,0,0,0,0,0,0,0,1,0,1,0,0,4,5,0,0,5,0,0,0,0,12,0,26,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,3,0,0,2,2,2,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,7,1,0,0,1,0
70,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,1,0,0,0,0,2,0,5,0,0,0,1,0,1,0,0,1,0,7,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,2,2,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,2,2,0,1,5,0,0,0,0,10,1,22,0,2,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,1,0,0,8,0,1,1,1,1,0,0,0,0,3,1,0,0,2,0,0,5,0,0,1,0,1,0,0,0,0,0,0,2,2,0,16,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,8,1,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,6,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,3,1,0,0,1,2,0,1,0,2,1,0,0,0,0,1,1,1,15,0,0,0,0,0
71,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,2,1,0,1,0,0,0,0,2,1,1,0,2,0,0,0,0,2,0,0,3,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,13,4,0,0,7,0,0,0,0,21,0,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,10,0,0,2,2,1,0,0,0,0,0,0,0,3,0,9,1,3,1,0,0,2,0,0,0,0,0,0,0,4,1,13,0,0,11,0,1,3,0,12,5,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7,3,1,1,0,0
72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0,0,1,0,0,15,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,29,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,8,1,5,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
73,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,12,2,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,4,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,15,1,14,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,5,0,1,0,4,0,0,1,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,7,0,0,3,0,20,4,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,27,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,4,0,0,0,1,0,0,1,0,1,0,1,0,5,1,0,0,0,0
74,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,27,1,0,0,0,0,0,0,3,2,4,1,0,0,0,0,0,6,0,0,0,0,0,17,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,7,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,18,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0
75,0,0,1,0,3,1,0,0,0,0,0,0,0,3,0,0,0,11,43,0,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,1,1,7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,2,3,3,0,0,0,0,0,2,0,1,3,1,0,2,4,0,1,4,0,0,0,2,2,3,2,0,0,1,6,0,1,0,0,18,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,6,0,11,0,1,1,2,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,3,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,3,0,0,0,1,2,1,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,1,0,14,2,1,0,0,0
76,0,0,1,1,0,0,0,0,1,0,0,1,0,7,0,1,1,0,0,0,0,2,0,1,0,4,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,6,1,13,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,1,0,1,0,0,0,1,3,0,1,0,2,0,0,14,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0
77,1,4,11,0,0,5,0,0,17,0,0,0,0,6,0,5,0,0,0,0,0,3,2,4,2,3,2,0,4,0,0,0,1,0,2,0,3,1,1,1,0,2,0,0,0,21,86,5,21,12,1,0,0,0,0,0,0,7,2,0,0,0,1,0,1,0,2,2,2,0,3,4,3,4,17,1,0,1,0,20,3,3,1,31,1,0,0,0,0,4,12,6,2,0,1,0,3,8,13,0,0,0,2,7,0,0,0,1,2,0,3,1,0,49,3,97,0,0,5,3,0,0,4,0,0,1,9,1,0,0,0,0,0,1,1,0,0,21,13,3,2,10,0,9,1,0,4,4,7,2,1,3,0,1,1,8,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,1,4,0,5,3,14,3,1,6,2,1,0,0,0,0,1,0,0,0,0,17,6,2,4,0,0,0,14,2,18,1,6,24,2,0,0,12,0,5,32,3,0,0,0,0,0,0,0,1,14,4,3,1,2,1,6,2,1,2,1,1,1,0,1,1,0,3,0,1,1,0,0,0,2,0,1,1,0,0,3,3,1,0,0,0,3,0,0,0,0,0,1,0,4,0,0,2,0,9,0,0,7,0,0,36,5,0,3,2,8,1,31,2,2,0,1,8,2,2,1,11,5,2,121,4,1,0,1,1
78,0,1,2,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,9,43,1,3,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,2,1,1,3,0,0,1,0,3,2,1,0,13,0,0,0,1,1,1,5,1,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,39,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10,8,0,1,0,0,4,0,0,2,2,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,1,14,0,0,2,1,1,0,0,0,1,0,0,0,0,0,5,2,3,1,0,0,0,0,1,9,0,0,8,0,0,0,5,0,1,13,1,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,6,0,0,10,1,0,2,0,2,0,14,0,1,0,0,0,0,0,0,3,1,0,33,0,2,0,0,0
79,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,12,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,0,0,0,3,0,0,0,1,0,2,1,0,1,7,1,0,0,1,0,1,0,0,0,0,9,0,0,3,0,2,0,0,0
80,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,5,0,0,0,5,2,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,23,1,26,0,0,1,1,0,0,0,24,10,0,1,0,0,0,4,0,0,0,0,2,0,0,1,0,0,1,0,7,0,0,0,6,0,0,0,0,1,0,0,7,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,1,2,6,0,0,7,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,3,1,1,1,0,0,0,0,0,0,0,1,0,9,0,0,1,0,1,1,1,0,0,6,0,0,0,15,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,11,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,7,1,2,3,3,0,0,0,1
81,1,0,2,0,7,0,0,0,0,0,0,0,0,8,0,0,1,0,3,0,0,20,4,1,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,20,11,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,2,0,1,0,1,2,2,3,0,8,1,2,0,0,2,1,2,9,1,2,0,0,2,0,1,5,2,0,17,1,0,0,1,0,4,4,0,0,0,0,2,4,2,13,0,0,29,0,0,0,0,34,0,59,2,2,2,1,1,0,0,0,0,0,2,3,14,0,0,1,0,0,0,0,0,0,0,0,4,8,0,3,1,0,0,6,2,0,1,2,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,39,3,0,1,1,2,9,46,0,4,1,0,0,1,6,4,0,1,0,0,0,20,5,14,2,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,29,1,0,0,0,0,0,0,0,0,7,0,0,1,0,1,4,3,0,1,0,0,1,0,9,1,0,1,0,1,0,0,1,0,0,1,2,0,0,0,1,1,1,0,0,0,5,10,2,1,0,0,2,0,0,0,0,5,0,0,5,0,1,0,3,0,6,0,0,1,1,5,0,0,0,0,2,0,0,0,1,2,0,3,28,3,0,0,0,0
82,0,0,8,0,7,0,0,0,0,0,0,0,0,24,0,3,0,0,3,1,0,28,8,2,3,0,0,0,2,0,3,0,1,0,2,0,10,0,0,0,0,38,9,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,1,0,4,0,1,0,0,4,0,2,3,6,0,1,2,0,1,15,8,6,2,0,2,0,0,12,0,3,16,4,0,0,0,0,6,8,0,1,0,0,4,4,7,10,1,1,12,0,2,1,0,44,1,109,5,3,1,5,0,0,0,0,0,0,0,1,41,0,0,3,1,2,0,0,0,0,26,0,3,5,0,7,0,2,0,13,4,3,1,1,1,0,0,17,1,1,0,0,0,3,0,0,0,0,0,5,1,2,88,2,1,1,0,4,17,3,0,0,2,2,0,0,4,5,3,2,0,0,0,26,5,35,4,0,0,1,0,0,0,0,1,0,1,0,6,8,0,0,37,0,0,0,0,0,0,0,0,2,3,0,0,2,0,2,11,3,1,0,0,3,0,0,2,0,0,2,0,0,2,0,3,0,0,0,3,0,0,0,0,6,2,0,1,0,1,6,10,0,0,0,11,0,0,0,2,7,0,2,9,0,1,0,1,0,11,7,4,2,0,8,0,1,1,1,3,0,2,0,0,4,3,1,56,4,4,0,2,0
